City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Qandala,SO,2020-02-21 04:22:54,11.47,49.87,72.46,83,83,1.12
304,Maarianhamina,AX,2020-02-21 04:22:54,60.1,19.93,39.2,93,90,27.51
305,Igualada,ES,2020-02-21 04:22:55,41.58,1.62,52.0,93,0,1.12
306,Muyezerskiy,RU,2020-02-21 04:20:05,63.93,31.65,22.8,90,100,13.69
307,Laguna,US,2020-02-21 04:22:56,38.42,-121.42,59.0,47,1,4.7
308,Aykhal,RU,2020-02-21 04:22:57,66.0,111.5,3.2,84,69,6.71
309,Draganesti-Vlasca,RO,2020-02-21 04:22:57,44.1,25.6,39.0,92,77,2.24
310,Hambantota,LK,2020-02-21 04:22:58,6.12,81.12,84.2,89,40,14.99
311,Ouallam,NE,2020-02-21 04:22:58,14.32,2.09,69.42,14,0,9.6
312,Bonthe,SL,2020-02-21 04:22:59,7.53,-12.51,78.15,87,18,3.89
313,Samarai,PG,2020-02-21 04:22:59,-10.62,150.67,85.03,76,98,1.77
314,Port Blair,IN,2020-02-21 04:21:57,11.67,92.75,86.0,70,20,11.41
315,Kundiawa,PG,2020-02-21 04:23:00,-6.02,144.97,70.38,78,86,1.66
316,Springbok,ZA,2020-02-21 04:23:01,-29.66,17.89,66.13,55,20,2.64
317,Wagar,SD,2020-02-21 04:23:01,16.15,36.2,58.98,81,41,9.66
318,Kununurra,AU,2020-02-21 04:23:02,-15.77,128.73,96.8,44,40,6.93
319,Nyaunglebin,MM,2020-02-21 04:23:02,17.95,96.73,86.9,23,17,3.49
320,Bilibino,RU,2020-02-21 04:23:02,68.05,166.44,-19.46,95,100,1.54
321,Sumter,US,2020-02-21 04:23:03,28.71,-82.08,72.0,100,90,6.78
322,Tornio,FI,2020-02-21 04:23:03,65.85,24.13,30.2,92,90,17.22
323,Burlington,US,2020-02-21 04:23:04,39.88,-74.64,32.0,42,1,12.75
324,Kavaratti,IN,2020-02-21 04:23:04,10.57,72.64,82.4,78,20,4.7
325,Faya,SA,2020-02-21 04:23:05,18.39,42.45,55.4,87,0,3.02
326,Mackenzie,CA,2020-02-21 04:21:08,55.3,-123.17,33.8,55,90,10.29
327,Ngunguru,NZ,2020-02-21 04:23:06,-35.62,174.5,75.99,72,100,8.99
328,Zyryanka,RU,2020-02-21 04:21:29,65.75,150.85,-11.96,88,0,11.16
329,Timbiqui,CO,2020-02-21 04:23:07,2.77,-77.67,75.42,96,99,7.81
330,Stromness,GB,2020-02-21 04:23:07,58.97,-3.3,41.0,80,99,26.4
331,Nacala,MZ,2020-02-21 04:23:08,-14.54,40.67,74.39,96,76,3.09
332,Rawson,AR,2020-02-21 04:23:08,-43.3,-65.1,57.13,68,0,18.95
333,Sembakung,ID,2020-02-21 04:23:08,3.82,117.25,85.48,59,59,6.4
334,Leningradskiy,RU,2020-02-21 04:23:09,69.38,178.42,-6.59,92,100,21.9
335,Arraial Do Cabo,BR,2020-02-21 04:23:09,-22.97,-42.03,77.11,91,0,19.62
336,Hamina,FI,2020-02-21 04:23:10,60.57,27.2,34.0,86,90,14.99
337,Half Moon Bay,US,2020-02-21 04:19:15,37.46,-122.43,59.0,66,75,8.05
338,Margate,GB,2020-02-21 04:23:11,51.38,1.39,41.0,80,55,14.99
339,Mount Gambier,AU,2020-02-21 04:23:11,-37.83,140.77,69.8,49,75,16.11
340,Gospic,HR,2020-02-21 04:23:12,44.55,15.37,28.4,79,0,8.05
341,Zhanakorgan,KZ,2020-02-21 04:23:12,43.91,67.25,35.47,43,100,3.94
342,Ambilobe,MG,2020-02-21 04:23:13,-13.2,49.05,73.2,91,100,5.46
343,Yekaterinoslavka,RU,2020-02-21 04:23:13,50.37,129.11,2.86,84,0,3.98
344,Port Lincoln,AU,2020-02-21 04:23:14,-34.73,135.87,64.38,63,99,13.65
345,Neiafu,TO,2020-02-21 04:23:14,-18.65,-173.98,82.4,74,20,9.17
346,Antofagasta,CL,2020-02-21 04:23:14,-23.65,-70.4,66.2,88,20,3.36
347,Veraval,IN,2020-02-21 04:23:15,20.9,70.37,68.92,75,91,8.61
348,San Andres,CO,2020-02-21 04:20:55,12.58,-81.7,80.6,78,40,12.75
349,San Patricio,MX,2020-02-21 04:23:16,19.22,-104.7,76.87,80,0,6.15
350,Bairiki,KI,2020-02-21 04:23:16,1.33,172.98,87.8,74,75,6.93
351,Suntar,RU,2020-02-21 04:23:17,62.14,117.63,14.38,91,83,5.46
352,Alta Floresta,BR,2020-02-21 04:23:17,-9.88,-56.09,71.64,97,100,2.3
353,Iqaluit,CA,2020-02-21 04:20:50,63.75,-68.51,-34.01,59,20,12.75
354,Cabo San Lucas,MX,2020-02-21 04:23:18,22.89,-109.91,71.6,56,5,4.7
355,Chapais,CA,2020-02-21 04:23:19,49.78,-74.85,-4.0,76,1,9.17
356,Sao Filipe,CV,2020-02-21 04:23:19,14.9,-24.5,69.75,77,0,15.48
357,Zimmi,SL,2020-02-21 04:23:20,7.32,-11.31,74.3,95,18,0.56
358,Santo Tomas,PH,2020-02-21 04:23:20,14.11,121.14,89.6,46,40,20.8
359,Mezen,RU,2020-02-21 04:23:21,65.85,44.24,8.71,90,65,10.51
360,Vao,NC,2020-02-21 04:23:22,-22.67,167.48,80.51,68,53,7.47
361,Bana,CM,2020-02-21 04:23:22,5.15,10.28,69.15,63,98,3.38
362,Lalmohan,BD,2020-02-21 04:23:22,22.34,90.74,75.33,41,91,5.55
363,Saldanha,ZA,2020-02-21 04:23:23,-33.01,17.94,60.8,87,0,5.82
364,Aklavik,CA,2020-02-21 04:23:23,68.22,-135.01,3.2,91,90,5.82
365,Kaitangata,NZ,2020-02-21 04:23:24,-46.28,169.85,64.99,61,78,15.01
366,Rio Tuba,PH,2020-02-21 04:23:24,8.51,117.43,81.52,70,12,24.85
367,Bucerias,MX,2020-02-21 04:23:25,20.75,-105.33,75.2,88,75,4.72
368,Fully,CH,2020-02-21 04:23:25,46.14,7.11,46.0,95,20,2.24
369,Kalemie,CD,2020-02-21 04:23:26,-5.95,29.19,64.6,92,69,1.07
370,Newark,US,2020-02-21 04:23:26,40.74,-74.17,30.0,39,1,19.17
371,Hornepayne,CA,2020-02-21 04:23:27,49.21,-84.77,16.36,81,75,13.58
372,Atar,MR,2020-02-21 04:23:27,20.52,-13.05,69.84,13,0,10.71
373,Ust-Ordynskiy,RU,2020-02-21 04:23:28,52.8,104.75,12.2,85,74,2.24
374,Sao Joao Da Barra,BR,2020-02-21 04:23:28,-21.64,-41.05,77.27,89,10,14.97
375,Adrar,MR,2020-02-21 04:22:11,20.5,-10.07,68.68,13,0,12.44
376,Los Llanos De Aridane,ES,2020-02-21 04:23:29,28.66,-17.92,62.6,51,7,5.82
377,Hannibal,US,2020-02-21 04:23:29,39.71,-91.36,21.2,57,1,5.39
378,Touros,BR,2020-02-21 04:23:30,-5.2,-35.46,75.2,94,40,3.36
379,Prince Rupert,CA,2020-02-21 04:19:35,54.32,-130.32,41.0,80,90,26.4
380,Chumikan,RU,2020-02-21 04:23:31,54.72,135.31,11.1,69,0,15.1
381,Ajaccio,FR,2020-02-21 04:23:31,42.0,8.92,51.8,81,0,4.7
382,Wigtown,GB,2020-02-21 04:23:32,54.87,-4.44,44.01,77,100,11.99
383,Obo,CF,2020-02-21 04:23:33,5.4,26.49,70.05,26,88,6.6
384,Trindade,BR,2020-02-21 04:23:33,-16.65,-49.49,71.6,100,75,3.51
385,Majene,ID,2020-02-21 04:23:34,-3.54,118.97,87.06,60,55,4.16
386,Kachiry,KZ,2020-02-21 04:23:34,53.07,76.1,11.64,87,100,8.59
387,Okhotsk,RU,2020-02-21 04:23:35,59.38,143.3,-5.91,75,0,8.19
388,Roros,NO,2020-02-21 04:23:35,62.57,11.38,21.2,100,100,3.36
389,Hare Bay,CA,2020-02-21 04:23:36,48.85,-54.01,1.4,77,75,14.99
390,Rorvik,NO,2020-02-21 04:23:36,64.86,11.24,42.19,70,100,28.86
391,Kaka,TM,2020-02-21 04:23:37,37.35,59.61,45.23,77,86,12.15
392,Turochak,RU,2020-02-21 04:23:37,52.26,87.12,23.99,86,100,3.31
393,Uige,AO,2020-02-21 04:23:38,-7.61,15.06,67.23,93,86,2.51
394,Hualmay,PE,2020-02-21 04:23:38,-11.1,-77.61,72.52,80,100,4.07
395,Yeniseysk,RU,2020-02-21 04:23:39,58.45,92.17,24.44,94,100,7.7
396,Fiumicino,IT,2020-02-21 04:23:39,41.77,12.23,45.0,74,0,3.36
397,Cayenne,GF,2020-02-21 04:23:40,4.93,-52.33,77.0,78,20,3.36
398,Khatima,IN,2020-02-21 04:23:41,28.92,79.97,60.19,77,100,15.19
399,Labytnangi,RU,2020-02-21 04:23:41,66.66,66.42,10.85,83,93,9.17
400,Geraldton,AU,2020-02-21 04:23:41,-28.77,114.6,78.8,69,75,8.05
401,Kuandian,CN,2020-02-21 04:23:42,40.73,124.78,37.31,80,100,10.65
402,Banes,CU,2020-02-21 04:23:42,20.96,-75.72,75.2,88,5,6.93
403,Erzin,TR,2020-02-21 04:23:43,36.96,36.2,55.99,100,75,6.93
404,Lingao,CN,2020-02-21 04:23:43,19.91,109.69,69.78,78,1,18.14
405,Letpadan,MM,2020-02-21 04:23:44,17.78,95.75,91.26,19,0,1.48
406,Richards Bay,ZA,2020-02-21 04:22:07,-28.78,32.04,79.18,85,0,24.2
407,Jitra,MY,2020-02-21 04:23:45,6.27,100.42,89.6,62,20,12.75
408,Paka,MY,2020-02-21 04:23:46,4.64,103.44,84.2,74,40,12.75
409,Dauphin,CA,2020-02-21 04:23:46,51.15,-100.05,28.4,58,1,21.92
410,Smithers,CA,2020-02-21 04:18:57,54.78,-127.17,33.8,55,75,8.05
411,Skoghall,SE,2020-02-21 04:23:47,59.32,13.47,37.0,93,100,11.41
412,Aranos,NA,2020-02-21 04:23:48,-24.13,19.12,74.95,70,100,8.32
413,Bom Jardim,BR,2020-02-21 04:23:48,-7.8,-35.59,71.6,94,40,4.7
414,Lakhdenpokhya,RU,2020-02-21 04:20:06,61.52,30.2,33.01,92,100,8.68
415,Villa Carlos Paz,AR,2020-02-21 04:23:49,-31.42,-64.5,62.6,63,57,2.24
416,Wajid,SO,2020-02-21 04:23:50,3.81,43.25,73.26,76,57,15.59
417,Lang Son,VN,2020-02-21 04:23:51,21.83,106.73,66.18,82,100,0.51
418,Puri,IN,2020-02-21 04:23:51,19.8,85.85,78.8,61,0,1.12
419,Makakilo City,US,2020-02-21 04:20:46,21.35,-158.09,78.8,77,90,9.17
420,Marawi,PH,2020-02-21 04:23:52,8.0,124.29,82.99,72,40,8.99
421,Laguna De Duero,ES,2020-02-21 04:23:53,41.58,-4.72,39.99,93,0,9.17
422,Constitucion,CL,2020-02-21 04:23:53,-35.33,-72.42,55.4,59,0,6.67
423,Krasnaya Gora,RU,2020-02-21 04:23:54,53.0,31.6,30.2,92,21,6.71
424,Hurghada,EG,2020-02-21 04:23:54,27.26,33.81,57.2,41,0,4.7
425,Todos Santos,MX,2020-02-21 04:20:06,23.45,-110.22,71.6,46,5,6.93
426,Longonjo,AO,2020-02-21 04:23:55,-12.91,15.25,57.83,94,96,0.78
427,Koslan,RU,2020-02-21 04:23:56,63.46,48.9,2.35,93,0,2.33
428,Patnagarh,IN,2020-02-21 04:23:56,20.72,83.15,72.95,62,0,5.82
429,Trelew,AR,2020-02-21 04:23:57,-43.25,-65.31,49.77,67,0,8.16
430,Bulatukan,PH,2020-02-21 04:23:57,6.9,125.16,84.2,66,75,12.75
431,Dakar,SN,2020-02-21 04:23:58,14.69,-17.44,71.6,94,70,18.34
432,Ramanuj Ganj,IN,2020-02-21 04:23:58,23.8,83.7,73.13,25,0,4.36
433,Vavoua,CI,2020-02-21 04:23:59,7.38,-6.48,75.83,85,0,7.11
434,Mahanoro,MG,2020-02-21 04:24:00,-19.9,48.8,78.21,85,100,9.71
435,Vila Franca Do Campo,PT,2020-02-21 04:24:00,37.72,-25.43,50.0,76,75,5.82
436,Danville,US,2020-02-21 04:24:01,36.59,-79.39,34.0,94,75,3.36
437,Solbjerg,DK,2020-02-21 04:24:01,56.04,10.09,39.2,86,59,19.46
438,Balclutha,NZ,2020-02-21 04:24:02,-46.23,169.75,64.99,61,31,15.01
439,Arlit,NE,2020-02-21 04:24:02,18.74,7.39,64.29,22,33,8.59
440,Sorland,NO,2020-02-21 04:24:03,67.67,12.69,35.6,93,40,9.17
441,Tarumovka,RU,2020-02-21 04:24:03,44.08,46.54,37.76,87,100,6.53
442,Paamiut,GL,2020-02-21 04:24:03,61.99,-49.67,14.23,58,95,4.29
443,Kalmunai,LK,2020-02-21 04:24:04,7.42,81.82,81.41,81,28,15.79
444,Naze,JP,2020-02-21 04:24:05,28.37,129.48,69.8,52,20,9.17
445,Boende,CD,2020-02-21 04:24:05,-0.22,20.87,73.18,88,91,3.02
446,Lodeynoye Pole,RU,2020-02-21 04:24:06,60.73,33.55,30.29,96,85,6.78
447,Montepuez,MZ,2020-02-21 04:24:06,-13.13,39.0,70.32,98,24,2.26
448,Inhambane,MZ,2020-02-21 04:24:07,-23.86,35.38,77.0,88,20,2.42
449,Bam,IR,2020-02-21 04:24:07,29.11,58.36,60.78,32,0,7.02
450,Redmond,US,2020-02-21 04:19:39,47.67,-122.12,46.0,52,1,4.43
451,Baley,RU,2020-02-21 04:21:12,51.6,116.63,10.22,86,100,2.91
452,Gobardanga,IN,2020-02-21 04:24:09,22.87,88.76,75.2,78,98,4.18
453,Viedma,AR,2020-02-21 04:21:02,-40.81,-63.0,55.44,66,9,16.84
454,Santa Maria,BR,2020-02-21 04:24:10,-29.68,-53.81,66.2,59,0,3.36
455,Yazykovo,RU,2020-02-21 04:24:11,55.22,56.14,26.49,94,96,4.81
456,Lompoc,US,2020-02-21 04:24:12,34.64,-120.46,57.0,87,1,5.82
457,Gemena,CD,2020-02-21 04:24:12,3.25,19.77,74.8,67,75,2.21
458,Razgrad,BG,2020-02-21 04:24:13,43.53,26.52,38.21,94,99,7.78
459,Westport,US,2020-02-21 04:23:58,41.14,-73.36,28.99,38,1,13.87
460,Helena,US,2020-02-21 04:19:16,46.59,-112.04,26.6,49,1,5.32
461,Karakol,KG,2020-02-21 04:24:14,42.49,78.39,24.31,45,45,0.85
462,Aksarka,RU,2020-02-21 04:24:15,66.56,67.8,13.15,87,58,11.61
463,Alekseyevka,RU,2020-02-21 04:21:05,50.63,38.69,30.38,89,100,4.59
464,Launceston,AU,2020-02-21 04:24:16,-41.45,147.17,66.99,39,40,10.29
465,Mitu,CO,2020-02-21 04:24:17,1.2,-70.17,73.22,97,98,1.92
466,Piacabucu,BR,2020-02-21 04:24:17,-10.41,-36.43,78.71,87,100,6.85
467,Culpeper,US,2020-02-21 04:24:18,38.5,-77.97,35.6,73,90,13.87
468,Penzance,GB,2020-02-21 04:24:18,50.12,-5.54,48.0,75,100,16.11
469,Varnamo,SE,2020-02-21 04:24:18,57.19,14.04,37.4,100,100,10.29
470,La Reforma,MX,2020-02-21 04:24:19,25.08,-108.05,69.8,73,5,10.07
471,Stepnyak,KZ,2020-02-21 04:24:19,52.83,70.78,13.35,86,100,8.01
472,Zhigansk,RU,2020-02-21 04:24:20,66.77,123.37,-6.93,96,100,22.48
473,Fort Frances,CA,2020-02-21 04:24:20,48.6,-93.4,17.6,61,1,10.29
474,Kamaishi,JP,2020-02-21 04:24:21,39.27,141.88,48.2,57,75,10.29
475,Ilovlya,RU,2020-02-21 04:24:22,49.3,43.98,30.2,92,40,8.95
476,Lagoa,PT,2020-02-21 04:24:22,39.05,-27.98,57.36,65,38,9.51
477,Ararat,AM,2020-02-21 04:24:23,39.83,44.7,37.4,86,75,1.7
478,Plettenberg Bay,ZA,2020-02-21 04:24:23,-34.05,23.37,64.65,89,34,1.36
479,Nangomba,TZ,2020-02-21 04:24:24,-10.9,38.5,72.68,99,100,2.86
480,Clifton,US,2020-02-21 04:24:24,40.86,-74.16,30.0,39,1,9.26
481,Kihei,US,2020-02-21 04:24:24,20.79,-156.47,73.4,64,20,23.04
482,Letlhakeng,BW,2020-02-21 04:24:25,-24.09,25.03,74.03,57,76,4.34
483,Jawa,JO,2020-02-21 04:24:25,31.85,35.94,42.8,93,20,4.63
484,Andenes,NO,2020-02-21 04:24:26,69.31,16.12,34.0,97,100,14.99
485,Pijijiapan,MX,2020-02-21 04:24:26,15.7,-93.23,75.11,73,0,2.35
486,Cristalina,BR,2020-02-21 04:24:27,-16.77,-47.61,67.06,93,100,4.36
487,Saint-Francois,FR,2020-02-21 04:24:28,46.42,3.91,43.0,75,45,6.93
488,Yerbogachen,RU,2020-02-21 04:24:28,61.28,108.01,19.47,93,100,10.51
489,Ahipara,NZ,2020-02-21 04:24:29,-35.17,173.17,81.0,74,100,1.01
490,Berlevag,NO,2020-02-21 04:24:29,70.86,29.09,23.0,92,75,34.45
491,Nouadhibou,MR,2020-02-21 04:24:30,20.93,-17.03,64.4,68,0,20.8
492,Caconda,AO,2020-02-21 04:24:30,-13.73,15.07,58.89,94,13,1.77
493,Puerto Maldonado,PE,2020-02-21 04:24:31,-12.6,-69.18,76.23,93,100,1.34
494,Jaragua Do Sul,BR,2020-02-21 04:24:32,-26.49,-49.07,78.8,69,100,8.05
495,Utiel,ES,2020-02-21 04:24:32,39.57,-1.2,46.99,93,0,4.7
496,Merauke,ID,2020-02-21 04:24:33,-8.47,140.33,85.48,76,85,11.27
497,Praia,CV,2020-02-21 04:24:33,14.92,-23.51,69.8,73,0,16.11
498,Bandarbeyla,SO,2020-02-21 04:24:34,9.49,50.81,77.23,75,35,11.05
499,New Richmond,US,2020-02-21 04:19:45,45.12,-92.54,10.99,71,1,8.05
500,Pervoye Maya,RU,2020-02-21 04:24:35,56.16,44.72,34.0,97,75,6.71
501,George Town,MY,2020-02-21 04:20:29,5.41,100.34,89.6,49,20,17.22
502,Nianzishan,CN,2020-02-21 04:24:36,47.52,122.88,14.86,93,100,8.25
503,Teplodar,UA,2020-02-21 04:24:36,46.51,30.33,33.8,78,20,6.71
504,Morondava,MG,2020-02-21 04:24:37,-20.28,44.28,75.6,95,97,5.84
505,Kupino,RU,2020-02-21 04:24:38,54.37,77.3,14.9,94,100,10.09
506,Buckeye,US,2020-02-21 04:23:55,33.37,-112.58,71.01,34,90,8.05
507,Claveria,PH,2020-02-21 04:24:39,18.61,121.08,66.36,91,100,10.07
508,Sayat,TM,2020-02-21 04:24:39,38.78,63.88,53.6,50,75,9.17
509,Salisbury,GB,2020-02-21 04:24:40,51.07,-1.8,43.0,86,33,12.75
510,Aktash,RU,2020-02-21 04:24:40,50.3,87.73,7.29,78,61,7.2
511,Krasnozatonskiy,RU,2020-02-21 04:24:41,61.68,50.98,28.4,92,75,6.71
512,Imbituba,BR,2020-02-21 04:22:33,-28.24,-48.67,77.0,78,75,8.05
513,Kuching,MY,2020-02-21 04:21:24,1.55,110.33,86.0,74,40,12.75
514,Singaparna,ID,2020-02-21 04:24:42,-7.35,108.11,86.47,57,47,1.88
515,Pisco,PE,2020-02-21 04:24:43,-13.7,-76.22,73.4,83,100,9.17
516,Andros Town,BS,2020-02-21 04:24:43,24.7,-77.77,73.99,88,20,4.7
517,Port Hueneme,US,2020-02-21 04:24:44,34.15,-119.2,61.0,62,1,3.36
518,Nemuro,JP,2020-02-21 04:24:44,43.32,145.57,30.2,54,75,9.17
519,Hun,LY,2020-02-21 04:24:45,29.13,15.95,49.48,85,0,5.97
520,Sydney,AU,2020-02-21 04:23:04,-33.87,151.21,80.01,57,75,13.87
521,Santa Isabel,BR,2020-02-21 04:24:46,-23.32,-46.22,73.4,100,100,1.83
522,Balabac,PH,2020-02-21 04:24:46,7.99,117.06,82.8,68,36,21.85
523,Rocha,UY,2020-02-21 04:22:26,-34.48,-54.33,57.29,79,67,7.56
524,Litovko,RU,2020-02-21 04:24:47,49.24,135.17,7.27,83,47,5.26
525,Grand-Santi,GF,2020-02-21 04:24:47,4.25,-54.38,71.38,82,56,3.38
526,Mecca,SA,2020-02-21 04:24:48,21.43,39.83,59.05,43,0,1.61
527,Nagato,JP,2020-02-21 04:24:48,34.38,131.2,57.2,54,37,9.17
528,Buala,SB,2020-02-21 04:24:49,-8.14,159.59,86.95,67,100,10.18
529,Moralillo,MX,2020-02-21 04:24:50,22.22,-97.9,62.6,77,75,23.04
530,Plouzane,FR,2020-02-21 04:24:51,48.38,-4.62,43.0,87,90,6.93
531,Banda Aceh,ID,2020-02-21 04:24:51,5.56,95.32,82.49,66,43,9.82
532,Lakselv,NO,2020-02-21 04:24:52,70.05,24.97,28.4,85,100,62.19
533,Nizhniy Tsasuchey,RU,2020-02-21 04:24:52,50.52,115.13,15.06,64,100,10.25
534,Anloga,GH,2020-02-21 04:24:53,5.79,0.9,82.4,88,20,2.24
535,Bontang,ID,2020-02-21 04:20:20,0.13,117.5,83.03,72,42,15.77
536,Vila Velha,BR,2020-02-21 04:24:54,-20.33,-40.29,80.6,78,20,6.93
537,Mareeba,AU,2020-02-21 04:24:54,-17.0,145.43,82.4,83,90,9.17
538,Kefamenanu,ID,2020-02-21 04:24:55,-9.45,124.48,84.74,65,37,3.15
539,Ust-Kut,RU,2020-02-21 04:24:55,56.79,105.77,19.67,91,100,10.38
540,Beruwala,LK,2020-02-21 04:24:55,6.48,79.98,80.83,75,0,2.82
541,Mayen,DE,2020-02-21 04:24:56,50.33,7.22,39.2,86,75,12.75
542,Zaraza,VE,2020-02-21 04:24:57,9.35,-65.32,75.58,76,100,11.03
543,Bustuchin,RO,2020-02-21 04:24:57,44.97,23.73,37.13,82,88,1.54
544,Lazaro Cardenas,MX,2020-02-21 04:24:58,17.96,-102.2,73.65,82,0,3.38
545,Kolokani,ML,2020-02-21 04:24:58,13.57,-8.03,72.55,15,0,3.58
546,Katsuura,JP,2020-02-21 04:24:59,35.13,140.3,57.0,57,20,4.7
547,Salmas,IR,2020-02-21 04:23:01,38.2,44.77,32.0,81,90,4.7
548,Salamiyah,SY,2020-02-21 04:25:00,35.01,37.05,46.44,89,100,9.62
549,Siuna,NI,2020-02-21 04:25:00,13.73,-84.78,69.71,88,80,2.1
550,Nioro,GM,2020-02-21 04:25:01,13.35,-15.75,74.25,15,79,4.85
551,Port Macquarie,AU,2020-02-21 04:24:14,-31.43,152.92,78.01,57,40,13.87
552,Braganca Paulista,BR,2020-02-21 04:25:01,-22.94,-46.56,71.6,100,100,4.45
553,Sergeyevka,KZ,2020-02-21 04:25:02,53.88,67.42,16.59,95,100,6.62
554,Dudinka,RU,2020-02-21 04:25:02,69.41,86.18,14.0,85,85,6.71
555,Vilyuysk,RU,2020-02-21 04:25:03,63.76,121.62,10.76,94,100,3.58
